,Ratings,Full_review
14922,5,"Back camera is jus wow....simply amazing go for it guys ,value for money. Battery backup is awesome,light weight,only drawback is slow charging,rest everything is good."
14923,4,Super
14924,4,Battery performance good. Internet end up 1.5gb daily very fast. After taking this phone rate of this phone 500rupees goes down within a week
14925,4,Everything is fine except camera clarity
14926,5,Good
14927,2,Not at the expected level
14928,3,Good in this price range
14929,5,good
14930,5,Good mobile phone for budget
14931,5,Great purchase value for money. So far phone working normal
14932,2,Camera not good as expected. As saying 48mp but not great.
14933,2,The camera quality is more like a 4.8 megapixel not at all a 48 megapixel Both rear and front camera are too bad
14934,4,Good purchase in 8000rs.. Good quality build.. Body is enough hard and not easily brokable Better option to ban China Mobile
14935,4,Good phone for this price
14936,4,Little heavy
14937,5,Nice phone but front camera is not good. It's only 8mp.
14938,3,Awesome
14939,4,"Pros 1. Better camera quality. Can capture any color including red, pink, orange, green (any shade) 2. Better battery (runs for 4 days, moderate uses including social media, online shopping etc) 3. Rest are same as others  Cons: 1. Weaker network signal. Facing issues when taking over phone call or video call over mobile data.  This is the major issue otherwise everything is good"
14940,3,Camera is very worst
14941,2,I bought two mobiles at a time but one out of two is defective opening appliacations automatically
14942,5,Thanks a lot to ekart for early delivery. They increased my exchange value which was unexpected. So thanks again to flipkart. Value for money mobile and meet my expectations as per the price. So no complaints.
14943,5,"Phone is value for money ,only thing i am not happy with flipkart exchange policy, at the time of order exchange value for my old mobile was 2800 but at the time of delivery they reduced it to 1100."
14944,1,Camera is worst
14945,5,Sandar phone
14946,5,Superb look and performance
14947,1,Not good product this product stock android This phone os not good and this phone not type c port
14948,5,"Wonderful device Gives more than 100% value for money, all features you need are available😃👌"
14949,5,Excellent
14950,5,Niceone
14951,4,Good
14952,3,Not considered the camera quality
14953,4,In this cost the product and features are very nice
14954,4,Good
14955,1,Please guys don’t waste your money
14956,4,Great product good job Motorola. The front camera could have been better but in this price range its one of the best and its providing 48MP dual real camera which is working good. Will update my review after using it for few days.
14957,5,Excellent
14958,1,Internet signal problem Bad product Buy another company phone
14959,5,Beautiful
14960,5,Nice mobile on this price
14961,4,Product is too good. But camera is not bad
14962,5,Nice phone
14963,5,Awesome go for it
14964,4,All rounder mobile phone.
14965,5,In 48 mp camera option if u want it's best choice
14966,1,Network is week in this phone. Night photo is not good. Display is not working properly
14967,4,Phone is good But Flipkart delivery is just bad... Taking a lot of time to arrive my order... Frustrated
14968,5,Good
14969,2,Camra quality very bed
14970,3,1. The major disadvantage for camera : That's giving 3 star.. - Clarity wise 48 MP amazing.. - Selfie camera not super.. Just Ok - When taking photos after clicks using finger print sensor the photos not captured. Actually this is very common and existing feature for old and new model android mobiles. But still moto not updated in these type of common features ..need to update these feature. - When taking photos capturing is too slow...this problem is occurred smart phone initial releases .....
14971,2,Network captured power is low.very disappointed me.
14972,3,"I m facing network issue, network connectivity is very bad this mobile,"
14973,5,Awesome 😊😊
14974,4,Ok gud
14975,4,Back button no
14976,4,overall a good phone but some more improvements in camera and design
14977,5,It is a good phone in this price range. Have been using it since a week now. No issues until now.
14978,5,Best mobile
14979,4,Thanks Flipkart
14980,5,"It is really a good phone i got it in Rs. 8100 after all discounts in BBD 2020. I am looking for a smartphone having a clean stock android and some updated features. Some features are not available is 1. Notification light. 2. Old USB type B , 2.1 3. No fast charging normal 10w config.  Some best feature are 1. 5000mAh 2. Stock updated Android with sep 1 security patch level 3. Camera is okk okk 48MP with not so much feature. 4. Display is really good FHD+ not sAmoled. 5. It is launched in A..."
14981,5,My friend is using it is good phone
14982,5,At this price the phone is awesome
14983,5,"Best product, value for money. Overall it's my 3rd Motorola phone and Life of moto is always good."
14984,1,Front camera very bad..
14985,4,Small baget mai very good product or moto in big company mobile
14986,4,Ok
14987,5,"Mobile Phone is excellent but mobile exchange value is given under price. I should get Rs 2,150 he have given Rs 850. As per the Flipkart terms & condition the maximum value Rs 2,150 & minimum value Rs 950. I am not having any problems & damage of my mobile phone. They are doing presure on us the mobile is damaged we cannot find any fault in it This is totally cheating with us."
14988,4,"Phone is Good, but please don't buy mobile from Flipkart and i really had a very bad experience with Flipkart delivery and exchange of my old phone. Though my old phone is perfectly fine they did reduced the exchange value. I never expected such a low class approach from a highly valued ecommerce site like Flipkart. AVOID buying from Flipkart."
14989,4,Front camera quality not ok.
14990,1,Camera quality is not good at all.
14991,5,Value for money
14992,5,I AM HAPPY E7 PLUS
14993,5,Iam so happy to got this...
14994,5,Excellent
14995,5,stunning n a great phone
14996,1,"Length is too much ,display of color is not good, phone is heating so much , software hang"
14997,5,"After using Motorola e7 plus, happy and it is good updated android phone in this price range. I am Motorola user from last 4 years, still using my Moto e4 plus, value for money."
14998,5,Battery backup is great but display quality is below average.. good if you are buying for parents because of stock android which is easy to use..
14999,5,Good phone...
15000,5,Good performance
15001,1,"Don't purchase this mobile, worst quality ever."
15002,5,Super product
15003,5,"Received today, Phone is good value for money"
15004,5,super
15005,5,nice
15006,4,Very good phone
15007,5,Good!
15008,3,"I am planning to rate 4 Star but due to 1 day delay from Flipkart I have rate 3 star. Overall phone is nice. Battery, Camera, Performance are really appreciable."
15009,4,Nice mobile
15010,5,"Overall it is a good product, n i suggest others to go for it."
15011,5,very nice
15012,4,Good looking... satisfied 😊
15013,5,value for money.......
15014,4,"Overall in regular use its good. Best part of this phone is camera, battery, OS"
15015,5,Nice phone in this price i m using moto singh 2014 Satiafactory since then
15016,5,Very Awesome Mobile Phone on this range
15017,4,Thanks
15018,5,Super se super
15019,1,Bad product
15020,5,"Good looking,"
15021,5,Very good
15022,1,"Useless products, bakwas camera📷, lutera,"
15023,3,Phone Battery is not good
15024,5,Nice
15025,4,Phone is very good ... The best is...its stock android Very good screen Cam is good enough Performance is good In this price segment its best phone Go for it . But its charger is just 10 watt ... Overall its very good phone ...
15026,3,It is just like 16mps camera
15027,3,Camera quality it's like not 48mp it's 13mp but mobile is working good
15028,3,"Camera is not of 48Mp totally cheated by manufacturer. Phone is for average use, Screen is long, battery backup is average is not up to 5000mah, camera resolution is 48 mexa pixel is totally rubbish. Earlier Moto camera of 8MP is far better than48 MP, screen touches is average. Manufacturer are cheating consumer on 48 MP camera there is no any quality check. Think before to buy it is better to purchase from market. They shows demo of every items."
